# Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s),Ax (m/s²),Ay (m/s²),Az (m/s²)
246.527715,3483.294644,-2239.574227,2420.585948,3.356302,0.296659,-30.523109,-0.237033,0.028833,0.042896
248.240311,3488.690973,-2239.023798,2368.374871,2.942916,0.346203,-30.450082,-0.244809,0.029000,0.042403
249.952907,3493.369164,-2238.388310,2316.288226,2.519747,0.395933,-30.377958,-0.249128,0.029069,0.041965
251.665503,3497.317363,-2237.667583,2264.324456,2.091157,0.445726,-30.306592,-0.251377,0.029080,0.041529
253.378100,3500.529267,-2236.861593,2212.482148,1.659733,0.495509,-30.235873,-0.252384,0.029056,0.041053
255.154383,3503.078926,-2235.935624,2158.839008,1.211156,0.547080,-30.163290,-0.252724,0.029011,0.040591
256.930667,3504.831790,-2234.918135,2105.324153,0.762287,0.598563,-30.091511,-0.252617,0.028954,0.040195
258.706951,3505.787741,-2233.809293,2051.936245,0.313789,0.649941,-30.020472,-0.252279,0.028892,0.039835
259.392447,3505.944687,-2233.356627,2031.366712,0.143657,0.670645,-29.993195,-0.243946,0.031550,0.039783
259.914066,3505.988290,-2233.001908,2015.727094,0.022735,0.689163,-29.972389,-0.219438,0.039537,0.039988
260.435686,3505.971788,-2232.636563,2000.098359,-0.086363,0.711532,-29.951469,-0.198750,0.046267,0.040221
260.957306,3505.900847,-2232.258748,1984.480567,-0.185467,0.737148,-29.930433,-0.181290,0.051934,0.040440
262.000546,3505.612696,-2231.460177,1953.278006,-0.359200,0.796312,-29.888057,-0.154281,0.060663,0.040773
263.043785,3505.157733,-2230.595226,1922.119806,-0.509419,0.863046,-29.845409,-0.134862,0.066892,0.040936
264.087025,3504.555804,-2229.657535,1891.006170,-0.642526,0.935241,-29.802663,-0.120965,0.071302,0.040973
265.130265,3503.821570,-2228.642458,1859.937144,-0.763247,1.011342,-29.759942,-0.111059,0.074398,0.040922
266.802617,3502.395006,-2226.845525,1810.225189,-0.939448,1.138678,-29.691673,-0.100739,0.077531,0.040713
268.474969,3500.686844,-2224.831708,1760.627082,-1.102569,1.269879,-29.623841,-0.094583,0.079296,0.040424
270.147320,3498.713167,-2222.596446,1711.142000,-1.257688,1.403277,-29.556537,-0.090939,0.080235,0.040100
271.819672,3496.483992,-2220.137169,1661.768998,-1.407906,1.537856,-29.489784,-0.088796,0.080683,0.039754
273.552048,3493.912841,-2217.351788,1610.740985,-1.560586,1.677777,-29.421236,-0.087425,0.080869,0.039382
275.284424,3491.078623,-2214.323934,1559.831163,-1.711263,1.817901,-29.353317,-0.086600,0.080879,0.039015
277.016799,3487.985110,-2211.054895,1509.038502,-1.860088,1.956753,-29.286010,-0.085237,0.079224,0.038698
277.447191,3487.177133,-2210.206361,1496.437655,-1.894803,1.987149,-29.269287,-0.075986,0.061747,0.039035
277.877583,3486.354985,-2209.346140,1483.844030,-1.925791,2.010486,-29.252428,-0.067970,0.046616,0.039314
278.307974,3485.520159,-2208.477118,1471.257681,-1.953548,2.027724,-29.235459,-0.061026,0.033512,0.039536
279.168758,3483.817107,-2206.721414,1446.106961,-2.000903,2.046812,-29.201281,-0.049843,0.012428,0.039825
280.029541,3482.077375,-2204.956978,1420.985761,-2.039988,2.050316,-29.166934,-0.041405,-0.003459,0.039959
280.890324,3480.306901,-2203.194987,1395.894168,-2.072773,2.041970,-29.132528,-0.035059,-0.015385,0.039978
281.751107,3478.510312,-2201.444133,1370.832182,-2.100795,2.024682,-29.098139,-0.030295,-0.024314,0.039916
283.386199,3475.037664,-2198.171396,1323.307320,-2.144881,1.974750,-29.033060,-0.024284,-0.035521,0.039679
284.476190,3472.686043,-2196.041349,1291.685114,-2.169930,1.933408,-28.989953,-0.021716,-0.040264,0.039493
284.477415,3472.683386,-2196.038983,1291.649803,-2.170326,1.932774,-28.845681,-0.322960,-0.518214,117.853944
284.478639,3472.680729,-2196.036618,1291.614666,-2.170717,1.932146,-28.702926,-0.319751,-0.513196,116.615215
284.481087,3472.675413,-2196.031889,1291.544738,-2.171492,1.930901,-28.420394,-0.313445,-0.503335,114.181716
284.483535,3472.670096,-2196.027163,1291.475495,-2.172252,1.929681,-28.143730,-0.307329,-0.493768,111.822073
284.485984,3472.664776,-2196.022440,1291.406922,-2.172997,1.928483,-27.872756,-0.301396,-0.484484,109.533328
284.499192,3472.636050,-2195.997010,1291.048021,-2.176780,1.922395,-26.502600,-0.272247,-0.438842,98.299373
284.512400,3472.607276,-2195.971656,1290.706270,-2.180206,1.916865,-25.269603,-0.247235,-0.399625,88.673750
284.525607,3472.578459,-2195.946372,1290.380003,-2.183325,1.911817,-24.154718,-0.225614,-0.365679,80.364712
284.538815,3472.549603,-2195.921152,1290.067768,-2.186177,1.907187,-23.142151,-0.206794,-0.336094,73.142924
284.558891,3472.505673,-2195.882928,1289.617238,-2.190078,1.900835,-21.769880,-0.182530,-0.297889,63.848939
284.578968,3472.461670,-2195.844825,1289.192500,-2.193535,1.895181,-20.567291,-0.162440,-0.266194,56.170901
284.599044,3472.417601,-2195.806829,1288.790461,-2.196623,1.890111,-19.505832,-0.145616,-0.239604,49.756175
284.619120,3472.373473,-2195.768930,1288.408507,-2.199399,1.885533,-18.562734,-0.131383,-0.217065,44.341708
284.639196,3472.329292,-2195.731118,1288.044453,-2.201912,1.881374,-17.719996,-0.119231,-0.197789,39.730301
284.672936,3472.254933,-2195.667746,1287.467904,-2.205641,1.875168,-16.490814,-0.102463,-0.171130,33.388216
284.706677,3472.180458,-2195.604570,1286.929512,-2.208865,1.869765,-15.452186,-0.089176,-0.149946,28.384408
284.740418,3472.105881,-2195.541565,1286.423494,-2.211686,1.865005,-14.564676,-0.078457,-0.132811,24.366366
284.774159,3472.031214,-2195.478711,1285.945286,-2.214181,1.860769,-13.799586,-0.069682,-0.118748,21.093190
284.807899,3471.956468,-2195.415993,1285.491151,-2.216405,1.856965,-13.134878,-0.062405,-0.107058,18.392760
284.841640,3471.881650,-2195.353396,1285.057993,-2.218405,1.853523,-12.553420,-0.056299,-0.097228,16.139796
284.896688,3471.759449,-2195.251503,1284.389816,-2.221273,1.848544,-11.749765,-0.048252,-0.084239,13.193750
284.951737,3471.637102,-2195.149865,1283.761778,-2.223749,1.844198,-11.088786,-0.041964,-0.074057,10.916720
285.006786,3471.514627,-2195.048453,1283.166935,-2.225916,1.840354,-10.539107,-0.036950,-0.065919,9.123480
285.061834,3471.392039,-2194.947240,1282.599832,-2.227834,1.836913,-10.077796,-0.032883,-0.059302,7.688881
285.116883,3471.269352,-2194.846208,1282.056096,-2.229549,1.833804,-9.687644,-0.029533,-0.053844,6.525694
285.171931,3471.146575,-2194.745339,1281.532187,-2.231096,1.830969,-9.355522,-0.026738,-0.049284,5.571715
285.266817,3470.934762,-2194.571818,1280.667507,-2.233442,1.826605,-8.890825,-0.022892,-0.043001,4.292836
285.361703,3470.722742,-2194.398685,1279.841689,-2.235468,1.822764,-8.530616,-0.019934,-0.038166,3.346407
285.456588,3470.510542,-2194.225896,1279.046160,-2.237244,1.819330,-8.248493,-0.017601,-0.034355,2.632554
285.551474,3470.298183,-2194.053418,1278.274471,-2.238822,1.816221,-8.025767,-0.015723,-0.031290,2.086031
285.646360,3470.085682,-2193.881221,1277.521652,-2.240238,1.813375,-7.848763,-0.014184,-0.028784,1.662455
285.741246,3469.873054,-2193.709284,1276.783872,-2.241522,1.810745,-7.707377,-0.012903,-0.026703,1.330989
285.885388,3469.549828,-2193.448547,1275.685328,-2.243263,1.807088,-7.544180,-0.011329,-0.024156,0.956039
286.029530,3469.226366,-2193.188313,1274.606800,-2.244804,1.803755,-7.426483,-0.010086,-0.022154,0.690802
286.173672,3468.902693,-2192.928540,1273.542789,-2.246183,1.800681,-7.341271,-0.009086,-0.020552,0.501565
286.317815,3468.578832,-2192.669195,1272.489310,-2.247432,1.797816,-7.279322,-0.008269,-0.019251,0.365557
286.461957,3468.254799,-2192.410249,1271.443482,-2.248574,1.795120,-7.234096,-0.007595,-0.018183,0.267183
286.661356,3467.806290,-2192.052658,1270.005671,-2.250010,1.791618,-7.190873,-0.006845,-0.016999,0.174047
286.860754,3467.357509,-2191.695744,1268.574871,-2.251313,1.788325,-7.162689,-0.006255,-0.016075,0.113962
287.060153,3466.908479,-2191.339469,1267.148605,-2.252512,1.785195,-7.144111,-0.005788,-0.015345,0.074827
287.259552,3466.459219,-2190.983805,1265.725365,-2.253628,1.782195,-7.131866,-0.005415,-0.014767,0.049431
287.513116,3465.887610,-2190.532369,1263.918244,-2.254954,1.778524,-7.121899,-0.005045,-0.014194,0.029248
287.766681,3465.315676,-2190.081848,1262.113195,-2.256197,1.774980,-7.116069,-0.004767,-0.013764,0.017986
288.020245,3464.743434,-2189.632213,1260.309352,-2.257379,1.771532,-7.112508,-0.004556,-0.013439,0.011609
288.287397,3464.140212,-2189.159421,1258.409618,-2.258573,1.767977,-7.110053,-0.004389,-0.013182,0.007678
288.554549,3463.536675,-2188.687571,1256.510411,-2.259729,1.764481,-7.108370,-0.004263,-0.012989,0.005409
288.821700,3462.932835,-2188.216648,1254.611581,-2.260855,1.761031,-7.107137,-0.004170,-0.012845,0.004104
289.089188,3462.327935,-2187.746051,1252.710649,-2.261960,1.757610,-7.106161,-0.004099,-0.012737,0.003355
289.356676,3461.722743,-2187.276366,1250.809953,-2.263050,1.754214,-7.105334,-0.004046,-0.012656,0.002925
289.624164,3461.117260,-2186.807587,1248.909465,-2.264127,1.750837,-7.104592,-0.004007,-0.012595,0.002677
289.891656,3460.511481,-2186.339702,1247.009138,-2.265195,1.747474,-7.103899,-0.003977,-0.012549,0.002534
290.159148,3459.905418,-2185.872715,1245.108992,-2.266255,1.744122,-7.103235,-0.003955,-0.012514,0.002452
290.426640,3459.299072,-2185.406624,1243.209020,-2.267311,1.740778,-7.102587,-0.003938,-0.012488,0.002404
291.991089,3455.747195,-2182.698491,1232.100267,-2.273441,1.721290,-7.098877,-0.003884,-0.012403,0.002291
293.555539,3452.185767,-2180.020780,1220.997259,-2.279526,1.701877,-7.095235,-0.003875,-0.012386,0.002306
295.119988,3448.614823,-2177.373432,1209.899957,-2.285598,1.682488,-7.091600,-0.003877,-0.012385,0.002321
299.925714,3437.586107,-2169.430765,1175.846399,-2.304240,1.622978,-7.080456,-0.003874,-0.012370,0.002314
304.731440,3426.467874,-2161.773846,1141.846216,-2.322852,1.563561,-7.069378,-0.003870,-0.012354,0.002298
309.537166,3415.260260,-2154.402248,1107.899094,-2.341437,1.504234,-7.058370,-0.003864,-0.012336,0.002283
320.948044,3388.291176,-2138.039587,1027.504738,-2.385451,1.363735,-7.032505,-0.003850,-0.012291,0.002249
332.358922,3360.820685,-2123.277490,947.403574,-2.429305,1.223748,-7.007017,-0.003836,-0.012246,0.002217
340.275688,3341.468299,-2113.972899,892.000010,-2.459636,1.126924,-6.989549,-0.003827,-0.012215,0.002195
